,time,money
20108,2018-05-08,0.8
20109,2018-05-08,5.2
20110,2018-05-08,128.8
20111,2018-05-08,0.0
20112,2018-05-08,16.0
20113,2018-05-08,583.0
20114,2018-05-08,16.0
20115,2018-05-08,16.0
20116,2018-05-08,16.0
20117,2018-05-08,291.27
20118,2018-05-08,16.0
20119,2018-05-08,450.0
20120,2018-05-08,682.89
20121,2018-05-08,155.77
20122,2018-05-08,226.98
20123,2018-05-08,0.0
20124,2018-05-08,3.0
20125,2018-05-08,0.7
20126,2018-05-08,105.0
20127,2018-05-08,77.58
20128,2018-05-08,112.96
20129,2018-05-08,153.91
20130,2018-05-08,56.79
20131,2018-05-08,16.0
20132,2018-05-08,16.0
20133,2018-05-08,12.5
20134,2018-05-08,13.0
20135,2018-05-08,16.0
20136,2018-05-08,185.55
20137,2018-05-08,16.0
20138,2018-05-08,212.0
20139,2018-05-08,14.0
20140,2018-05-08,16.0
20141,2018-05-08,143.46
20142,2018-05-08,400.66
20143,2018-05-08,12.0
20144,2018-05-08,70.31
20145,2018-05-08,158.08
20146,2018-05-08,0.0
20147,2018-05-08,13.0
20148,2018-05-08,91.45
20149,2018-05-08,266.0
20150,2018-05-08,101.2
20151,2018-05-08,88.09
20152,2018-05-08,114.33
20153,2018-05-08,16.0
20154,2018-05-08,279.12
20155,2018-05-08,36.0
20156,2018-05-08,86.25
20157,2018-05-08,190.38
20158,2018-05-08,409.77
20159,2018-05-08,30.0
20160,2018-05-08,13.0
20161,2018-05-08,81.42
20162,2018-05-08,16.0
20163,2018-05-08,51.55
20164,2018-05-08,10.0
20165,2018-05-08,13.0
20166,2018-05-08,60.25
20167,2018-05-08,13.0
20168,2018-05-08,7.3
20169,2018-05-08,50.0
20170,2018-05-08,16.0
20171,2018-05-08,0.0
20172,2018-05-08,2.6
20173,2018-05-08,2.0
20174,2018-05-08,288.86
20175,2018-05-08,16.0
20176,2018-05-08,1.28
20177,2018-05-08,4.18
20178,2018-05-08,26.04
20179,2018-05-08,187.52
20180,2018-05-08,1.99
20181,2018-05-08,162.59
20182,2018-05-08,6.26
20183,2018-05-08,14.0
20184,2018-05-08,321.77
20185,2018-05-08,254.45
20186,2018-05-08,0.0
20187,2018-05-08,99.2
20188,2018-05-08,13.0
20189,2018-05-08,168.98
20190,2018-05-08,13.0
20191,2018-05-08,47.34
20192,2018-05-08,14.0
20193,2018-05-08,75.0
20194,2018-05-08,8.0
20195,2018-05-08,4.0
20196,2018-05-08,16.0
20197,2018-05-08,16.0
20198,2018-05-08,222.54
20199,2018-05-08,66.76
20200,2018-05-08,4.0
20201,2018-05-08,16.0
20202,2018-05-08,39.3
20203,2018-05-08,234.46
20204,2018-05-08,45.02
20205,2018-05-08,2.6
20206,2018-05-08,43.78
20207,2018-05-08,41.39
20208,2018-05-08,0.0
20209,2018-05-08,88.42
20210,2018-05-08,515.0
20211,2018-05-08,16.33
20212,2018-05-08,6.56
20213,2018-05-08,29.39
20214,2018-05-08,101.2
20215,2018-05-08,12.25
20216,2018-05-08,3.52
20217,2018-05-08,181.07
20218,2018-05-08,55.0
20219,2018-05-08,50.0
20220,2018-05-08,416.56
20221,2018-05-08,15.49
20222,2018-05-08,216.66
20223,2018-05-08,13.0
20224,2018-05-08,83.88
20225,2018-05-08,16.0
20226,2018-05-08,16.0
20227,2018-05-08,85.24
20228,2018-05-08,12.0
20229,2018-05-08,412.79
20230,2018-05-08,13.8
20231,2018-05-08,0.0
20232,2018-05-08,0.0
20233,2018-05-08,6.24
20234,2018-05-08,68.4
20235,2018-05-08,36.59
20236,2018-05-08,2.34
20237,2018-05-08,76.46
20238,2018-05-08,8.79
20239,2018-05-08,92.93
20240,2018-05-08,1540.57
20241,2018-05-08,350.0
20242,2018-05-08,14.4
20243,2018-05-08,6.94
20244,2018-05-08,14.32
20245,2018-05-08,76.0
20246,2018-05-08,15.0
20247,2018-05-08,49.0
20248,2018-05-08,263.4
20249,2018-05-08,331.0
20250,2018-05-08,0.0
20251,2018-05-08,84.52
20252,2018-05-08,60.18
20253,2018-05-08,151.84
20254,2018-05-08,219.11
20255,2018-05-08,244.86
20256,2018-05-08,39.01
20257,2018-05-08,0.0
20258,2018-05-08,0.0
20259,2018-05-08,13.0
20260,2018-05-08,622.0
20261,2018-05-08,226.27
20262,2018-05-08,31.75
20263,2018-05-08,37.33
20264,2018-05-08,33.05
20265,2018-05-08,19.47
20266,2018-05-08,303.6
20267,2018-05-08,6.4
20268,2018-05-08,141.2
20269,2018-05-08,53.8
20270,2018-05-08,0.0
20271,2018-05-08,0.0
20272,2018-05-08,16.0
20273,2018-05-08,13.77
20274,2018-05-08,0.18
20275,2018-05-08,9.64
20276,2018-05-08,8.72
20277,2018-05-08,70.54
20278,2018-05-08,472.0
20279,2018-05-08,50.0
20280,2018-05-08,0.0
20281,2018-05-08,48.29
20282,2018-05-08,0.0
20283,2018-05-08,20.85
20284,2018-05-08,362.13
20285,2018-05-08,290.4
20286,2018-05-08,0.0
20287,2018-05-08,31.2
20288,2018-05-08,0.0
20289,2018-05-08,238.4
20290,2018-05-08,23.94
20291,2018-05-08,185.25
20292,2018-05-08,260.75
20293,2018-05-08,105.14
20294,2018-05-08,61.98
20295,2018-05-08,103.38
20296,2018-05-08,35.07
20297,2018-05-08,3.54
20298,2018-05-08,19.14
20299,2018-05-08,1.07
20300,2018-05-08,0.0
20301,2018-05-08,1.87
20302,2018-05-08,0.0
20303,2018-05-08,8.0
20304,2018-05-08,16.0
20305,2018-05-08,15.0
20306,2018-05-08,10.94
20307,2018-05-08,298.0
20308,2018-05-08,39.52
20309,2018-05-08,64.26
20310,2018-05-08,74.06
20311,2018-05-08,39.46
20312,2018-05-08,311.2
20313,2018-05-08,68.4
20314,2018-05-08,650.0
20315,2018-05-08,217.8
20316,2018-05-08,250.0
20317,2018-05-08,0.0
20318,2018-05-08,1.28
20319,2018-05-08,517.02
20320,2018-05-08,322.77
20321,2018-05-08,348.41
20322,2018-05-08,3.26
20323,2018-05-08,63.9
20324,2018-05-08,59.65
20325,2018-05-08,28.53
20326,2018-05-08,6.42
20327,2018-05-08,13.0
20328,2018-05-08,93.58
20329,2018-05-08,115.08
20330,2018-05-08,1.92
20331,2018-05-08,3.0
20332,2018-05-08,16.0
20333,2018-05-08,545.75
20334,2018-05-08,40.05
20335,2018-05-08,3.85
20336,2018-05-08,83.87
20337,2018-05-08,0.0
20338,2018-05-08,125.74
20339,2018-05-08,40.23
20340,2018-05-08,1.28
20341,2018-05-08,4.5
20342,2018-05-08,31.2
20343,2018-05-08,16.0
20344,2018-05-08,50.0
20345,2018-05-08,417.0
20346,2018-05-08,16.0
20347,2018-05-08,0.0
20348,2018-05-08,60.72
20349,2018-05-08,89.5
20350,2018-05-08,34.4
20351,2018-05-08,16.0
20352,2018-05-08,30.0
20353,2018-05-08,5.0
20354,2018-05-08,0.0
20355,2018-05-08,16.0
20356,2018-05-08,13.0
20357,2018-05-08,16.0
20358,2018-05-08,14.82
20359,2018-05-08,705.0
20360,2018-05-08,143.78
20361,2018-05-08,11.29
20362,2018-05-08,108.76
20363,2018-05-08,82.8
20364,2018-05-08,73.32
20365,2018-05-08,15.65
20366,2018-05-08,13.0
20367,2018-05-08,1253.21
20368,2018-05-08,16.0
20369,2018-05-08,13.0
20370,2018-05-08,13.0
20371,2018-05-08,0.0
20372,2018-05-08,59.58
20373,2018-05-08,339.58
20374,2018-05-08,53.62
20375,2018-05-08,12.0
20376,2018-05-08,72.98
20377,2018-05-08,13.0
20378,2018-05-08,1901.47
20379,2018-05-08,151.11
20380,2018-05-08,13.0
20381,2018-05-08,113.64
20382,2018-05-08,246.0
20383,2018-05-08,14.0
20384,2018-05-08,195.57
20385,2018-05-08,4.0
20386,2018-05-08,309.81
20387,2018-05-08,360.53
20388,2018-05-08,20.0
20389,2018-05-08,185.73
20390,2018-05-08,2.0
20391,2018-05-08,116.42
20392,2018-05-08,317.8
20393,2018-05-08,117.87
20394,2018-05-08,0.0
20395,2018-05-08,44.02
20396,2018-05-08,0.0
20397,2018-05-08,168.39
20398,2018-05-08,168.0
20399,2018-05-08,16.0
20400,2018-05-08,6.0
20401,2018-05-08,12.5
20402,2018-05-08,294.0
20403,2018-05-08,22.74
20404,2018-05-08,5.41
20405,2018-05-08,28.12
20406,2018-05-08,60.72
20407,2018-05-08,38.51
20408,2018-05-08,210.51
20409,2018-05-08,0.0
20410,2018-05-08,89.54
20411,2018-05-08,226.9
20412,2018-05-08,12.0
20413,2018-05-08,105.16
20414,2018-05-08,234.66
20415,2018-05-08,16.0
20416,2018-05-08,16.0
20417,2018-05-08,25.0
20418,2018-05-08,118.79
20419,2018-05-08,0.0
20420,2018-05-08,17.64
20421,2018-05-08,207.55
20422,2018-05-08,32.54
20423,2018-05-08,16.0
20424,2018-05-08,53.0
20425,2018-05-08,122.2
20426,2018-05-08,27.32
20427,2018-05-08,141.61
20428,2018-05-08,79.11
20429,2018-05-08,13.0
20430,2018-05-08,37.99
20431,2018-05-08,223.17
20432,2018-05-08,5.15
20433,2018-05-08,67.98
20434,2018-05-08,54.4
20435,2018-05-08,118.67
20436,2018-05-08,0.0
20437,2018-05-08,271.66
20438,2018-05-08,37.05
20439,2018-05-08,66.78
20440,2018-05-08,13.0
20441,2018-05-08,125.0
20442,2018-05-08,16.0
20443,2018-05-08,818.0
20444,2018-05-08,1.04
20445,2018-05-08,13.0
20446,2018-05-08,89.86
20447,2018-05-08,331.0
20448,2018-05-08,16.0
20449,2018-05-08,3.0
20450,2018-05-08,68.6
20451,2018-05-08,195.12
20452,2018-05-08,16.0
20453,2018-05-08,2.0
20454,2018-05-08,207.96
20455,2018-05-08,13.0
20456,2018-05-08,57.5
20457,2018-05-08,136.0
20458,2018-05-08,23.48
20459,2018-05-08,0.0
20460,2018-05-08,304.17
20461,2018-05-08,125.72
20462,2018-05-08,1821.83
20463,2018-05-08,500.43
20464,2018-05-08,86.6
20465,2018-05-08,292.31
20466,2018-05-08,0.0
20467,2018-05-08,97.05
20468,2018-05-08,13.0
20469,2018-05-08,6.0
20470,2018-05-08,1.95
20471,2018-05-08,61.82
20472,2018-05-08,212.0
20473,2018-05-08,554.25
20474,2018-05-08,120.82
20475,2018-05-08,0.0
20476,2018-05-08,16.0
20477,2018-05-08,240.72
20478,2018-05-08,564.23
20479,2018-05-08,0.0
20480,2018-05-08,50.0
20481,2018-05-08,44.1
20482,2018-05-08,35.0
20483,2018-05-08,66.23
20484,2018-05-08,151.42
20485,2018-05-08,18.0
20486,2018-05-08,338.33
20487,2018-05-08,6.6
20488,2018-05-08,4.52
20489,2018-05-08,66.04
20490,2018-05-08,43.24
20491,2018-05-08,73.62
20492,2018-05-08,296.0
20493,2018-05-08,0.0
20494,2018-05-08,521.78
20495,2018-05-08,46.7
20496,2018-05-08,208.0
20497,2018-05-08,30.0
20498,2018-05-08,0.0
20499,2018-05-08,12611.41
20500,2018-05-08,6.75
20501,2018-05-08,6.75
20502,2018-05-08,0.0
20503,2018-05-08,885.0
20504,2018-05-08,373.0
20505,2018-05-08,13.0
20506,2018-05-08,35.88
20507,2018-05-08,28.0
20508,2018-05-08,65.0
20509,2018-05-08,60.0
20510,2018-05-08,4.8
20511,2018-05-08,148.84
20512,2018-05-08,14.0
20513,2018-05-08,98.52
20514,2018-05-08,3.0
20515,2018-05-08,0.0
20516,2018-05-08,60.3
20517,2018-05-08,130.59
20518,2018-05-08,13.37
20519,2018-05-08,45.0
20520,2018-05-08,0.0
20521,2018-05-08,16.0
20522,2018-05-08,105.44
20523,2018-05-08,59.0
20524,2018-05-08,245.0
20525,2018-05-08,127.62
20526,2018-05-08,24.2
20527,2018-05-08,38.0
20528,2018-05-08,0.0
20529,2018-05-08,460.0
20530,2018-05-08,180.28
20531,2018-05-08,0.0
20532,2018-05-08,38.5
20533,2018-05-08,10.0
20534,2018-05-08,358.14
20535,2018-05-08,54.0
20536,2018-05-08,500.0
20537,2018-05-08,300.0
20538,2018-05-08,18.0
20539,2018-05-08,39.29
20540,2018-05-08,4.63
20541,2018-05-08,2.6
20542,2018-05-08,0.53
20543,2018-05-08,0.62
20544,2018-05-08,32.65
20545,2018-05-08,123.64
20546,2018-05-08,0.8
20547,2018-05-08,224.83
20548,2018-05-08,155.44
20549,2018-05-08,270.0
20550,2018-05-08,167.58
20551,2018-05-08,100.0
20552,2018-05-08,377.19
20553,2018-05-08,16.0
20554,2018-05-08,900.0
20555,2018-05-08,50.0
20556,2018-05-08,31.74
20557,2018-05-08,50.1
20558,2018-05-08,118.5
20559,2018-05-08,58.24
20560,2018-05-08,30.0
20561,2018-05-08,8.0
20562,2018-05-08,0.8
20563,2018-05-08,16.0
20564,2018-05-08,534.0
20565,2018-05-08,82.6
20566,2018-05-08,7.24
20567,2018-05-08,1.81
20568,2018-05-08,43.3
20569,2018-05-08,42.04
20570,2018-05-08,75.12
20571,2018-05-08,13.0
20572,2018-05-08,113.8
20573,2018-05-08,0.0
20574,2018-05-08,60.34
20575,2018-05-08,16.0
20576,2018-05-08,16.0
20577,2018-05-08,171.48
20578,2018-05-08,30.4
20579,2018-05-08,320.0
20580,2018-05-08,0.0
20581,2018-05-08,0.0
20582,2018-05-08,309.92
20583,2018-05-08,64.74
20584,2018-05-08,36.0
20585,2018-05-08,59.55
20586,2018-05-08,108.29
20587,2018-05-08,25.49
20588,2018-05-08,60.92
20589,2018-05-08,239.02
20590,2018-05-08,24.2
20591,2018-05-08,0.0
20592,2018-05-08,88.68
20593,2018-05-08,13.0
20594,2018-05-08,50.0
20595,2018-05-08,285.71
20596,2018-05-08,16.0
20597,2018-05-08,0.0
20598,2018-05-08,165.69
20599,2018-05-08,16.0
20600,2018-05-08,13.0
20601,2018-05-08,124.78
20602,2018-05-08,13.0
20603,2018-05-08,297.31
20604,2018-05-08,102.62
20605,2018-05-08,18.0
20606,2018-05-08,30.0
20607,2018-05-08,5.6
20608,2018-05-08,25.52
20609,2018-05-08,5.2
20610,2018-05-08,50.0
20611,2018-05-08,136.19
20612,2018-05-08,16.0
20613,2018-05-08,5.6
20614,2018-05-08,20.0
20615,2018-05-08,58.4
20616,2018-05-08,1569.1
20617,2018-05-08,20.0
20618,2018-05-08,242.8
20619,2018-05-08,28.8
20620,2018-05-08,13.0
20621,2018-05-08,13.0
20622,2018-05-08,423.45
20623,2018-05-08,150.0
20624,2018-05-08,50.0
20625,2018-05-08,17.53
20626,2018-05-08,0.0
20627,2018-05-08,195.0
20628,2018-05-08,13.0
20629,2018-05-08,25.68
20630,2018-05-08,16.02
20631,2018-05-08,358.21
20632,2018-05-08,126.2
20633,2018-05-08,14.0
20634,2018-05-08,67.0
20635,2018-05-08,110.02
20636,2018-05-08,53.18
20637,2018-05-08,13.0
20638,2018-05-08,16.0
20639,2018-05-08,262.47
20640,2018-05-08,21.0
20641,2018-05-08,8.6
20642,2018-05-08,14.0
20643,2018-05-08,9.9
20644,2018-05-08,141.29
20645,2018-05-08,39.75
20646,2018-05-08,16.0
20647,2018-05-08,22.77
20648,2018-05-08,158.1
20649,2018-05-08,36.0
20650,2018-05-08,37.0
20651,2018-05-08,2.5
20652,2018-05-08,250.58
20653,2018-05-08,56.81
20654,2018-05-08,140.08
20655,2018-05-08,74.12
20656,2018-05-08,28.26
20657,2018-05-08,894.23
20658,2018-05-08,36.4
20659,2018-05-08,1365.0
20660,2018-05-08,13.0
20661,2018-05-08,8.0
20662,2018-05-08,52.93
20663,2018-05-08,62.1
20664,2018-05-08,79.12
20665,2018-05-08,13.0
20666,2018-05-08,16.0
20667,2018-05-08,65.54
20668,2018-05-08,0.0
20669,2018-05-08,225.4
20670,2018-05-08,30.55
20671,2018-05-08,0.7
20672,2018-05-08,113.8
20673,2018-05-08,93.06
20674,2018-05-08,0.44
20675,2018-05-08,52.82
20676,2018-05-08,117.02
20677,2018-05-08,80.92
20678,2018-05-08,16.0
20679,2018-05-08,390.0
20680,2018-05-08,35.0
20681,2018-05-08,85.2
20682,2018-05-08,626.1
20683,2018-05-08,288.99
20684,2018-05-08,19.4
20685,2018-05-08,76.34
20686,2018-05-08,371.92
20687,2018-05-08,17.13
20688,2018-05-08,1.73
20689,2018-05-08,45.06
20690,2018-05-08,23.04
20691,2018-05-08,96.42
20692,2018-05-08,7.0
20693,2018-05-08,164.01
20694,2018-05-08,495.0
20695,2018-05-08,13.0
20696,2018-05-08,180.0
20697,2018-05-08,131.22
20698,2018-05-08,13.0
20699,2018-05-08,3.0
20700,2018-05-08,4.0
20701,2018-05-08,410.58
20702,2018-05-08,1.28
20703,2018-05-08,0.8
20704,2018-05-08,0.86
20705,2018-05-08,0.0
20706,2018-05-08,16.0
20707,2018-05-08,1022.0
20708,2018-05-08,51.18
20709,2018-05-08,38.07
20710,2018-05-08,16.0
20711,2018-05-08,38.69
20712,2018-05-08,13.0
20713,2018-05-08,782.58
20714,2018-05-08,70.0
20715,2018-05-08,18.22
20716,2018-05-08,13.0
20717,2018-05-08,10.0
20718,2018-05-08,36.46
20719,2018-05-08,26.0
20720,2018-05-08,14.63
20721,2018-05-08,0.0
20722,2018-05-08,106.7
20723,2018-05-08,55.0
20724,2018-05-08,1484.91
20725,2018-05-08,300.0
20726,2018-05-08,104.35
20727,2018-05-08,200.0
20728,2018-05-08,13.0
20729,2018-05-08,204.54
20730,2018-05-08,337.17
20731,2018-05-08,193.35
20732,2018-05-08,32.0
20733,2018-05-08,4.6
20734,2018-05-08,55.2
20735,2018-05-08,23.61
20736,2018-05-08,13.0
20737,2018-05-08,7.38
20738,2018-05-08,106.34
20739,2018-05-08,21.28
20740,2018-05-08,205.28
20741,2018-05-08,13.0
20742,2018-05-08,5.64
20743,2018-05-08,54.77
20744,2018-05-08,10.33
20745,2018-05-08,5.6
20746,2018-05-08,13.0
20747,2018-05-08,14.4
20748,2018-05-08,20.8
20749,2018-05-08,281.77
20750,2018-05-08,19.28
20751,2018-05-08,50.0
20752,2018-05-08,0.0
20753,2018-05-08,146.89
20754,2018-05-08,220.28
20755,2018-05-08,617.07
20756,2018-05-08,13.0
20757,2018-05-08,214.2
20758,2018-05-08,16.0
20759,2018-05-08,266.63
20760,2018-05-08,300.0
20761,2018-05-08,13.0
20762,2018-05-08,0.15
20763,2018-05-08,151.4
20764,2018-05-08,3.54
20765,2018-05-08,5.39
20766,2018-05-08,16.0
20767,2018-05-08,135.98
20768,2018-05-08,16.0
20769,2018-05-08,10.0
20770,2018-05-08,68.33
20771,2018-05-08,155.64
20772,2018-05-08,111.0
20773,2018-05-08,82.2
20774,2018-05-08,17.5
20775,2018-05-08,20.6
20776,2018-05-08,1040.48
20777,2018-05-08,0.0
20778,2018-05-08,13.0
20779,2018-05-08,0.0
20780,2018-05-08,148.2
20781,2018-05-08,174.57
20782,2018-05-08,1442.1
20783,2018-05-08,131.52
20784,2018-05-08,260.9
20785,2018-05-08,12.37
20786,2018-05-08,220.0
20787,2018-05-08,2.4
20788,2018-05-08,181.93
20789,2018-05-08,13.0
20790,2018-05-08,236.76
20791,2018-05-08,4.8
20792,2018-05-08,320.0
20793,2018-05-08,164.6
20794,2018-05-08,10.0
20795,2018-05-08,41.86
20796,2018-05-08,13.2
20797,2018-05-08,54.0
20798,2018-05-08,36.61
20799,2018-05-08,400.0
20800,2018-05-08,99.41
20801,2018-05-08,62.9
20802,2018-05-08,124.0
20803,2018-05-08,0.15
20804,2018-05-08,13.0
20805,2018-05-08,13.0
20806,2018-05-08,1.3
20807,2018-05-08,14.0
20808,2018-05-08,67.86
20809,2018-05-08,88.35
20810,2018-05-08,51.24
20811,2018-05-08,109.95
20812,2018-05-08,668.81
20813,2018-05-08,23.86
20814,2018-05-08,420.02
20815,2018-05-08,23.92
20816,2018-05-08,57.84
20817,2018-05-08,1.28
20818,2018-05-08,4.0
20819,2018-05-08,6.0
20820,2018-05-08,13.0
20821,2018-05-08,13.0
20822,2018-05-08,16.0
20823,2018-05-08,911.33
20824,2018-05-08,13.0
20825,2018-05-08,316.0
20826,2018-05-08,14.66
20827,2018-05-08,12.0
20828,2018-05-08,177.8
20829,2018-05-08,473.14
20830,2018-05-08,123.42
20831,2018-05-08,56.0
20832,2018-05-08,44.58
20833,2018-05-08,16.0
20834,2018-05-08,16.0
20835,2018-05-08,132.12
20836,2018-05-08,146.84
20837,2018-05-08,214.38
20838,2018-05-08,3.45
20839,2018-05-08,283.23
20840,2018-05-08,16.0
20841,2018-05-08,61.8
20842,2018-05-08,82.21
20843,2018-05-08,59.8
20844,2018-05-08,122.0
20845,2018-05-08,130.5
20846,2018-05-08,151.9
20847,2018-05-08,0.0
20848,2018-05-08,105.27
20849,2018-05-08,19.2
20850,2018-05-08,13.0
20851,2018-05-08,13.0
20852,2018-05-08,531.49
20853,2018-05-08,45.15
20854,2018-05-08,170.0
20855,2018-05-08,19.53
20856,2018-05-08,83.38
20857,2018-05-08,267.12
20858,2018-05-08,28.05
20859,2018-05-08,399.84
20860,2018-05-08,480.6
20861,2018-05-08,206.29
20862,2018-05-08,54.35
20863,2018-05-08,17.3
20864,2018-05-08,5.0
20865,2018-05-08,144.0
20866,2018-05-08,32.5
20867,2018-05-08,16.0
20868,2018-05-08,167.58
20869,2018-05-08,5.03
20870,2018-05-08,105.0
20871,2018-05-08,16.0
20872,2018-05-08,161.33
20873,2018-05-08,4.8
20874,2018-05-08,319.4
20875,2018-05-08,135.51
20876,2018-05-08,0.0
20877,2018-05-08,149.15
20878,2018-05-08,148.03
20879,2018-05-08,18.0
20880,2018-05-08,35.0
20881,2018-05-08,35.0
20882,2018-05-08,13.0
20883,2018-05-08,93.0
20884,2018-05-08,40.8
20885,2018-05-08,130.0
20886,2018-05-08,188.03
20887,2018-05-08,115.2
20888,2018-05-08,193.24
20889,2018-05-08,23.69
20890,2018-05-08,518.4
20891,2018-05-08,41.47
20892,2018-05-08,135.5
20893,2018-05-08,124.1
20894,2018-05-08,0.0
20895,2018-05-08,70.98
20896,2018-05-08,211.0
20897,2018-05-08,95.67
20898,2018-05-08,269.02
20899,2018-05-08,13.0
20900,2018-05-08,264.83
20901,2018-05-08,1.04
20902,2018-05-08,16.0
20903,2018-05-08,0.0
20904,2018-05-08,0.0
20905,2018-05-08,13.0
20906,2018-05-08,36.46
20907,2018-05-08,141.68
20908,2018-05-08,224.4
20909,2018-05-08,12.0
20910,2018-05-08,223.83
20911,2018-05-08,287.23
20912,2018-05-08,92.47
20913,2018-05-08,3.35
20914,2018-05-08,1046.4
20915,2018-05-08,90.06
20916,2018-05-08,16.93
20917,2018-05-08,63.5
20918,2018-05-08,486.0
20919,2018-05-08,0.72
20920,2018-05-08,101.78
20921,2018-05-08,34.62
20922,2018-05-08,20.0
20923,2018-05-08,0.5
20924,2018-05-08,60.0
20925,2018-05-08,173.69
20926,2018-05-08,553.6
20927,2018-05-08,395.0
20928,2018-05-08,168.0
20929,2018-05-08,216.84
20930,2018-05-08,700.0
20931,2018-05-08,16.0
20932,2018-05-08,35.0
20933,2018-05-08,191.79
20934,2018-05-08,13.0
20935,2018-05-08,215.0
20936,2018-05-08,31.17
20937,2018-05-08,3.88
20938,2018-05-08,140.78
20939,2018-05-08,145.5
20940,2018-05-08,12.83
20941,2018-05-08,0.0
20942,2018-05-08,52.45
20943,2018-05-08,46.85
20944,2018-05-08,65.78
20945,2018-05-08,7.37
20946,2018-05-08,170.32
20947,2018-05-08,210.0
20948,2018-05-08,114.98
20949,2018-05-08,89.46
20950,2018-05-08,1.28
20951,2018-05-08,0.0
20952,2018-05-08,342.45
20953,2018-05-08,263.53
20954,2018-05-08,74.0
20955,2018-05-08,199.5
20956,2018-05-08,93.6
20957,2018-05-08,277.68
20958,2018-05-08,97.4
20959,2018-05-08,22.0
20960,2018-05-08,7.83
20961,2018-05-08,49.3
20962,2018-05-08,31.79
20963,2018-05-08,0.0
20964,2018-05-08,191.04
20965,2018-05-08,6.06
20966,2018-05-08,133.98
20967,2018-05-08,329.07
20968,2018-05-08,4.26
20969,2018-05-08,14.74
20970,2018-05-08,7.0
20971,2018-05-08,61.74
20972,2018-05-08,0.9
20973,2018-05-08,5.22
20974,2018-05-08,16.0
20975,2018-05-08,975.0
20976,2018-05-08,475.09
20977,2018-05-08,390.1
20978,2018-05-08,263.79
20979,2018-05-08,24.0
20980,2018-05-08,16.0
20981,2018-05-08,43.0
20982,2018-05-08,8.0
20983,2018-05-08,879.3
20984,2018-05-08,18.0
20985,2018-05-08,49.42
20986,2018-05-08,35.01
20987,2018-05-08,3.5
20988,2018-05-08,60.0
20989,2018-05-08,129.49
20990,2018-05-08,1.94
20991,2018-05-08,61.25
20992,2018-05-08,4.11
20993,2018-05-08,109.6
20994,2018-05-08,0.6
20995,2018-05-08,365.82
20996,2018-05-08,682.6
20997,2018-05-08,17.64
20998,2018-05-08,125.66
20999,2018-05-08,250.0
21000,2018-05-08,13.0
21001,2018-05-08,0.0
21002,2018-05-08,6.0
21003,2018-05-08,16.0
21004,2018-05-08,1191.25
21005,2018-05-08,10.0
21006,2018-05-08,13.0
21007,2018-05-08,16.0
21008,2018-05-08,30.0
21009,2018-05-08,141.93
21010,2018-05-08,4.02
21011,2018-05-08,89.75
21012,2018-05-08,51.06
21013,2018-05-08,12.0
21014,2018-05-08,0.0
21015,2018-05-08,16.0
21016,2018-05-08,269.32
21017,2018-05-08,251.79
21018,2018-05-08,157.64
21019,2018-05-08,16.0
21020,2018-05-08,16.0
21021,2018-05-08,16.0
21022,2018-05-08,211.84
21023,2018-05-08,3.5
21024,2018-05-08,459.0
21025,2018-05-08,13.0
21026,2018-05-08,55.1
21027,2018-05-08,0.0
21028,2018-05-08,559.65
21029,2018-05-08,2.0
21030,2018-05-08,205.0
21031,2018-05-08,120.0
21032,2018-05-08,183.4
21033,2018-05-08,258.54
21034,2018-05-08,94.97
21035,2018-05-08,34.3
21036,2018-05-08,28.16
21037,2018-05-08,47.77
21038,2018-05-08,3.15
21039,2018-05-08,48.39
21040,2018-05-08,365.0
21041,2018-05-08,189.0
21042,2018-05-08,111.47
21043,2018-05-08,23.0
21044,2018-05-08,16.0
21045,2018-05-08,16.0
21046,2018-05-08,713.67
21047,2018-05-08,175.52
21048,2018-05-08,50.0
21049,2018-05-08,16.0
21050,2018-05-08,14.0
21051,2018-05-08,252.72
21052,2018-05-08,13.0
21053,2018-05-08,75.41
21054,2018-05-08,13.0
21055,2018-05-08,200.0
21056,2018-05-08,16.0
21057,2018-05-08,16.0
21058,2018-05-08,0.0
21059,2018-05-08,1.94
21060,2018-05-08,50.0
21061,2018-05-08,85.26
21062,2018-05-08,145.16
21063,2018-05-08,40.0
21064,2018-05-08,16.0
21065,2018-05-08,11.0
21066,2018-05-08,13.0
21067,2018-05-08,82.4
21068,2018-05-08,26.0
21069,2018-05-08,13.0
21070,2018-05-08,372.37
21071,2018-05-08,20.0
21072,2018-05-08,788.46
21073,2018-05-08,13.0
21074,2018-05-08,16.0
21075,2018-05-08,16.0
21076,2018-05-08,151.12
21077,2018-05-08,16.0
21078,2018-05-08,82.58
21079,2018-05-08,220.0
21080,2018-05-08,9.69
21081,2018-05-08,3.0
21082,2018-05-08,193.44
21083,2018-05-08,344.06
21084,2018-05-08,0.0
21085,2018-05-08,13.0
21086,2018-05-08,0.0
21087,2018-05-08,0.0
21088,2018-05-08,90.6
21089,2018-05-08,28.1
21090,2018-05-08,189.2
21091,2018-05-08,13.82
21092,2018-05-08,38.58
21093,2018-05-08,8.0
21094,2018-05-08,0.0
21095,2018-05-08,11.8
21096,2018-05-08,16.0
21097,2018-05-08,16.0
21098,2018-05-08,20.0
21099,2018-05-08,346.06
21100,2018-05-08,16.0
21101,2018-05-08,13.0
21102,2018-05-08,13.0
21103,2018-05-08,5.96
21104,2018-05-08,261.48
21105,2018-05-08,16.0
